證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),外資買賣超(千股),投信買賣超(千股),自營買賣超(千股),外資總投資股率%,投信持股率%,自營持股率%
2330 台積電,3/15/2013,86.98,86.98,85.33,85.33,"35,632","-7,113","4,816","-1,895",78.17,1.31,0
2330 台積電,3/18/2013,84.5,84.5,83.26,83.26,"44,188","-26,765",-151,431,78.08,1.31,0
2330 台積電,3/19/2013,83.67,84.09,82.51,82.84,"50,765","-26,019","-1,910",-190,77.98,1.31,0
2330 台積電,3/20/2013,82.43,82.43,81.85,81.85,"64,024","-32,641",-298,779,77.85,1.31,0
2330 台積電,3/21/2013,81.85,83.26,81.77,81.77,"58,467","-28,199",-385,"1,400",77.75,1.3,0
2330 台積電,3/22/2013,81.68,82.1,81.19,81.19,"44,937","-22,766","-1,746",-66,77.66,1.3,0
2330 台積電,3/25/2013,82.76,83.26,82.18,82.43,"25,469","3,430",-289,-943,77.67,1.3,0
2330 台積電,3/26/2013,82.18,82.35,81.85,82.01,"27,220","-8,928","-1,105",153,77.63,1.29,0
2330 台積電,3/27/2013,82.01,83.26,81.85,83.26,"29,969",170,"-1,325","-1,622",77.63,1.29,0
2330 台積電,3/28/2013,82.84,83.26,82.26,82.84,"29,558","-5,517",-296,"-1,115",77.61,1.29,0
2330 台積電,3/29/2013,82.84,83.67,82.68,83.26,"19,003",468,-361,-89,77.61,1.17,0
2330 台積電,4/1/2013,83.67,84.5,83.26,83.67,"16,374","1,795",-600,-521,77.62,1.17,0
2330 台積電,4/2/2013,83.26,83.67,82.68,83.26,"22,334","-6,540",-25,-306,77.6,1.17,0
2330 台積電,4/3/2013,84.09,84.09,82.84,83.26,"27,097","-2,785",-223,-877,77.59,1.17,0
2330 台積電,4/8/2013,82.01,82.43,81.6,81.6,"58,367","-15,828",-77,612,77.53,1.17,0
2330 台積電,4/9/2013,81.19,81.6,80.77,80.77,"41,316","-23,261",583,"1,167",77.44,1.17,0
2330 台積電,4/10/2013,81.85,81.85,80.94,81.43,"36,746","-12,186",674,409,77.4,1.17,0
2330 台積電,4/11/2013,82.01,84.09,81.85,84.09,"57,867","2,920",-83,"1,440",77.4,1.17,0
2330 台積電,4/12/2013,84.09,84.09,82.84,83.26,"19,568",259,66,-961,77.41,1.17,0
2330 台積電,4/15/2013,83.26,83.67,82.1,82.35,"23,440","-3,460",-592,284,77.39,1.17,0
2330 台積電,4/16/2013,81.35,83.67,81.35,83.26,"35,918","-2,180",-525,"1,511",77.39,1.17,0
2330 台積電,4/17/2013,84.09,84.09,82.59,82.84,"35,897",775,17,-473,77.39,1.17,0
2330 台積電,4/18/2013,82.84,83.67,82.35,82.76,"33,083","-4,645",-401,"1,172",77.38,1.17,0
2330 台積電,4/19/2013,87.4,88.23,87.4,88.23,"66,950","17,018","3,994",684,77.44,1.18,0
2330 台積電,4/22/2013,89.88,90.71,89.06,89.88,"72,502","17,869","2,449",-151,77.51,1.19,0
2330 台積電,4/23/2013,88.23,89.06,87.4,87.81,"46,146","-1,805",-149,"1,542",77.51,1.19,0
2330 台積電,4/24/2013,88.23,88.64,86.57,87.81,"35,495",-981,118,"1,633",77.5,1.19,0
2330 台積電,4/25/2013,87.81,88.64,87.4,88.64,"26,287","7,405",28,-729,77.53,1.19,0
2330 台積電,4/26/2013,88.64,90.3,88.64,89.88,"36,776","18,339",-354,"-2,391",77.6,1.19,0
2330 台積電,4/29/2013,89.88,89.88,89.06,89.47,"21,092","7,153",-197,-389,77.63,1.19,0
2330 台積電,4/30/2013,89.88,90.71,89.88,90.71,"34,612","11,535",-422,609,77.68,1.19,0
2330 台積電,5/2/2013,91.13,91.95,90.3,91.54,"38,796","18,102",22,"-1,525",77.75,1.19,0
2330 台積電,5/3/2013,92.37,93.2,91.13,91.13,"36,621","6,251",-81,"-3,059",77.77,1.19,0
2330 台積電,5/6/2013,92.37,92.37,91.54,92.37,"19,393","9,369",-151,"-2,016",77.81,1.19,0
2330 台積電,5/7/2013,92.78,93.61,91.95,93.2,"22,448","9,555",-355,-362,77.84,1.19,0
2330 台積電,5/8/2013,93.2,95.27,93.2,94.85,"42,509","16,861",-301,-936,77.92,1.19,0
2330 台積電,5/9/2013,96.1,96.1,94.85,95.27,"27,606","8,395","1,915",1,77.95,1.19,0
2330 台積電,5/10/2013,95.27,95.27,94.03,94.85,"27,536","11,488",-999,-15,77.99,1.19,0
2330 台積電,5/13/2013,95.27,95.68,94.44,94.85,"18,263","11,503",-315,"-1,091",78.03,1.19,0
2330 台積電,5/14/2013,95.68,96.51,95.27,95.68,"27,855","17,764","-1,473",-802,78.13,1.18,0
2330 台積電,5/15/2013,95.27,96.1,94.03,95.27,"29,107","2,074",-614,"1,687",78.14,1.18,0
2330 台積電,5/16/2013,95.27,96.1,93.61,94.03,"45,770","-4,767",-525,"1,677",78.11,1.18,0
2330 台積電,5/17/2013,92.78,94.03,92.37,94.03,"19,316","4,104",-534,206,78.13,1.18,0
2330 台積電,5/20/2013,93.2,94.44,93.2,94.44,"16,882","2,952",-311,-411,78.12,1.17,0
2330 台積電,5/21/2013,93.61,94.03,92.78,93.2,"17,238",-444,-416,940,78.11,1.17,0
2330 台積電,5/22/2013,93.2,94.03,91.95,92.78,"34,068","-4,893",-421,779,78.09,1.17,0
2330 台積電,5/23/2013,91.54,92.37,89.47,89.47,"46,874","-15,952","-1,272",-811,78.03,1.17,0
2330 台積電,5/24/2013,90.71,91.54,89.88,90.71,"26,736","-4,067",-114,-611,78.02,1.17,0
2330 台積電,5/27/2013,90.71,92.78,90.71,92.78,"19,161","-1,914",87,603,78.01,1.17,0
2330 台積電,5/28/2013,92.78,93.2,90.71,90.71,"22,762","-12,778","2,967",159,77.96,1.18,0
2330 台積電,5/29/2013,91.54,92.78,91.54,91.95,"16,781","1,298",203,-508,77.97,1.18,0
2330 台積電,5/30/2013,91.95,92.37,90.71,91.13,"36,121","-6,419",-116,-430,77.95,1.18,0
2330 台積電,5/31/2013,92.37,92.37,90.3,90.71,"37,205","-4,596",-52,-681,77.93,1.18,0
2330 台積電,6/3/2013,89.47,89.88,88.23,89.06,"35,834","-15,497",-111,307,77.87,1.18,0
2330 台積電,6/4/2013,90.3,91.13,89.06,90.3,"27,476","3,925",-546,"-1,571",77.89,1.17,0
2330 台積電,6/5/2013,90.71,91.54,89.88,90.71,"25,581","1,692",-342,-117,77.89,1.17,0
2330 台積電,6/6/2013,89.88,90.71,88.64,89.06,"34,251","-8,590",-115,"1,096",77.85,1.17,0
2330 台積電,6/7/2013,89.47,90.71,89.47,89.88,"33,085","-3,232",-601,-731,77.84,1.17,0
2330 台積電,6/10/2013,91.13,91.13,89.47,89.88,"21,941","-9,874",271,"3,037",77.8,1.17,0
2330 台積電,6/11/2013,91.13,91.13,89.47,89.47,"37,162","-7,347",258,108,77.77,1.17,0
2330 台積電,6/13/2013,87.81,88.64,86.16,86.57,"61,059","-27,874",322,"2,215",77.67,1.17,0
2330 台積電,6/14/2013,86.98,87.81,86.57,87.81,"41,207","2,964",593,"-3,849",77.68,1.18,0
2330 台積電,6/17/2013,87.4,87.81,86.98,87.81,"23,014","-5,843",622,658,77.65,1.18,0
2330 台積電,6/18/2013,86.98,88.23,86.57,88.23,"31,676","-4,122",-118,507,77.63,1.18,0
2330 台積電,6/19/2013,87.81,88.23,86.98,87.4,"22,084","-11,111",214,"1,134",77.59,1.18,0
2330 台積電,6/20/2013,86.98,87.4,85.74,86.16,"29,998","-10,550",-33,331,77.55,1.18,0
2330 台積電,6/21/2013,84.5,85.74,84.08,85.74,"39,844","-6,494",471,-590,77.52,1.18,0
2330 台積電,6/24/2013,84.91,84.91,82.84,83.67,"54,091","-25,328",-339,645,77.43,1.18,0
2330 台積電,6/25/2013,83.67,85.33,83.67,83.67,"33,897","-7,700",-170,"2,232",77.4,1.18,0
2330 台積電,6/26/2013,85.33,86.16,84.08,84.08,"55,865","-9,514","1,118",-199,77.36,1.18,0
2330 台積電,6/27/2013,85.33,86.98,85.33,86.57,"46,982","-1,923",304,"-1,347",77.35,1.18,0
2330 台積電,6/28/2013,87.81,91.95,86.98,91.95,"74,514","8,264",-497,"-2,427",77.36,1.18,0.02
2330 台積電,7/1/2013,90.3,90.71,89.47,89.47,"51,935","-13,612",-825,"1,517",77.3,1.18,0.03
2330 台積電,7/2/2013,90.3,91.13,89.88,91.13,"44,982","-9,293",-27,"3,229",77.24,1.18,0.04
2330 台積電,7/3/2013,91.13,91.13,89.85,91.13,"44,740","4,012",159,"-5,127",77.25,1.18,0.02
2330 台積電,7/4/2013,90.7,91.13,90.27,91.13,"24,500","3,546",-51,-91,77.26,1.18,0.02
2330 台積電,7/5/2013,91.55,93.26,91.13,92.83,"28,276","9,624",271,275,77.3,1.18,0.02
2330 台積電,7/8/2013,91.13,91.98,89,89.42,"32,770","-11,371",285,-277,77.26,1.18,0.02
2330 台積電,7/9/2013,89,90.7,88.15,90.27,"35,511","-3,990",-171,168,77.25,1.18,0.02
2330 台積電,7/10/2013,89,91.13,89,90.27,"22,082",706,75,-673,77.26,1.18,0.02
2330 台積電,7/11/2013,91.55,93.26,91.55,93.26,"56,918","22,188",270,"-1,105",77.35,1.18,0.01
2330 台積電,7/12/2013,93.26,93.68,92.4,93.68,"31,046","15,118","-1,042","-1,475",77.41,1.18,0.01
2330 台積電,7/15/2013,92.4,93.26,91.98,93.26,"33,373","11,347",-129,-68,77.47,1.18,0.01
2330 台積電,7/16/2013,92.4,92.83,91.13,91.98,"35,961","1,435","-2,733",822,77.47,1.17,0.01
2330 台積電,7/17/2013,91.98,92.83,91.13,92.83,"40,121","12,094",-762,"-1,599",77.54,1.17,0.01
2330 台積電,7/18/2013,91.55,91.98,89.85,89.85,"53,223","-3,147",-928,"1,171",77.5,1.16,0.01
2330 台積電,7/19/2013,84.65,84.91,83.63,83.63,"123,330","-50,672","-3,748",703,77.31,1.15,0.01
2330 台積電,7/22/2013,83.46,83.8,82.52,82.61,"88,048","-33,881","-1,070","2,722",77.16,1.14,0.02
2330 台積電,7/23/2013,83.89,86.44,83.89,85.16,"85,595","-4,634",255,857,77.13,1.14,0.03
2330 台積電,7/24/2013,85.59,87.72,85.16,86.87,"58,355",612,-107,-167,77.11,1.14,0.03
2330 台積電,7/25/2013,86.87,88.15,86.02,87.29,"37,559","1,516",149,-703,77.13,1.14,0.02
2330 台積電,7/26/2013,87.72,87.72,86.02,87.29,"31,817","-4,535",-384,-121,77.07,1.14,0.02
2330 台積電,7/29/2013,85.16,86.44,85.16,85.16,"38,334","-11,022",149,-705,77.03,1.14,0.02
2330 台積電,7/30/2013,85.59,87.29,85.59,86.87,"33,871","-1,087",-72,373,77.03,1.14,0.02
2330 台積電,7/31/2013,86.44,87.72,86.02,87.29,"36,997",349,-483,-143,77.03,1.14,0.02
2330 台積電,8/1/2013,86.87,86.87,85.16,85.59,"32,509","-7,449",-277,-296,77.01,1.14,0.02
2330 台積電,8/2/2013,87.29,87.72,85.16,85.59,"28,039","2,592",-828,-54,77.02,1.14,0.02
2330 台積電,8/5/2013,85.16,86.44,85.08,85.59,"23,372","-2,927","-2,108",399,77.01,1.13,0.02
2330 台積電,8/6/2013,85.59,85.59,83.97,84.14,"42,787","-19,731",-420,-13,76.91,1.13,0.02
2330 台積電,8/7/2013,83.89,83.89,82.61,82.61,"45,969","-23,101",-591,-587,76.85,1.13,0.02
2330 台積電,8/8/2013,81.76,82.69,81.16,82.1,"55,873","-32,061",-947,209,76.74,1.12,0.02
2330 台積電,8/9/2013,85.16,85.16,82.1,82.1,"47,192","-14,428","-1,336",642,76.68,1.12,0.02
2330 台積電,8/12/2013,82.1,82.35,81.42,81.76,"33,454","-13,508",-340,341,76.63,1.12,0.02
2330 台積電,8/13/2013,81.76,82.95,81.76,82.78,"34,392","-7,681","-1,433",528,76.6,1.11,0.03
2330 台積電,8/14/2013,81.76,82.87,81.59,82.44,"44,023","-11,757","-1,575",-387,76.56,1.1,0.02
2330 台積電,8/15/2013,82.1,82.1,81.16,81.76,"42,687","-19,094",-239,-11,76.5,1.1,0.02
2330 台積電,8/16/2013,81.25,83.04,81.08,82.18,"37,698","-3,139",-316,717,76.49,1.1,0.03
2330 台積電,8/19/2013,81.33,81.84,81.16,81.33,"52,061","-24,339",-716,223,76.41,1.1,0.03
2330 台積電,8/20/2013,81.08,81.25,80.4,80.4,"42,471","-13,666","-2,228","-1,062",76.37,1.09,0.02
2330 台積電,8/22/2013,79.2,80.82,79.12,80.48,"60,311","-8,096","-1,261",-745,76.33,1.09,0.02
2330 台積電,8/23/2013,81.5,82.87,81.33,82.61,"44,454","-2,460","1,354",767,76.33,1.09,0.02
2330 台積電,8/26/2013,83.12,83.12,81.84,82.44,"18,698","-2,843",396,-558,76.33,1.09,0.02
2330 台積電,8/27/2013,81.76,82.44,81.42,81.42,"24,474","-3,030",135,-946,76.31,1.09,0.02
2330 台積電,8/28/2013,81.42,82.87,80.99,82.44,"35,977","8,337",343,"-1,009",76.35,1.09,0.01
2330 台積電,8/29/2013,82.52,84.23,82.52,84.06,"52,396","13,797",549,-332,76.41,1.1,0.01
2330 台積電,8/30/2013,84.82,85.59,84.14,85.59,"38,965","18,682",25,"-1,310",76.48,1.1,0.01
2330 台積電,9/2/2013,85.16,86.87,84.82,86.87,"30,859","19,810",-898,-343,76.56,1.09,0.01
2330 台積電,9/3/2013,87.72,87.72,86.44,86.87,"33,838","14,773","-1,498",-977,76.62,1.09,0
2330 台積電,9/4/2013,85.59,86.44,85.16,85.59,"25,229","-1,067",-508,354,76.63,1.09,0
2330 台積電,9/5/2013,85.59,86.44,85.16,86.44,"35,890","-3,431",-488,"1,620",76.63,1.08,0.01
2330 台積電,9/6/2013,86.87,86.87,86.02,86.87,"25,342","5,892",17,-156,76.65,1.08,0.01
2330 台積電,9/9/2013,87.29,87.72,86.02,87.72,"33,083","9,823",-58,-275,76.68,1.08,0.01
2330 台積電,9/10/2013,87.72,89,87.29,89,"37,392","19,523",193,-656,76.76,1.08,0.01
2330 台積電,9/11/2013,87.72,89,87.29,89,"41,349","14,256",395,467,76.81,1.09,0.01
2330 台積電,9/12/2013,87.72,89,87.72,88.15,"32,865","9,084",-68,-663,76.85,1.09,0
2330 台積電,9/13/2013,87.29,87.72,86.87,87.29,"23,635","2,175",-914,-228,76.83,1.08,0
2330 台積電,9/14/2013,87.29,88.15,86.87,87.29,"5,222","3,351",-54,-398,76.84,1.08,0
2330 台積電,9/16/2013,88.57,89.85,88.57,89.85,"40,693","27,792",-364,76,77,1.08,0
2330 台積電,9/17/2013,89.85,89.85,89,89.85,"25,467","7,357",-164,-643,77.02,1.08,0
2330 台積電,9/18/2013,89.42,89.85,87.72,87.72,"34,987",-251,"-1,800",801,77.02,1.07,0
2330 台積電,9/23/2013,87.72,90.27,87.29,89.85,"57,281","9,529",-538,-625,77.05,1.07,0
2330 台積電,9/24/2013,89.42,89.85,88.57,89.42,"28,676","6,800",-585,"-1,114",77.07,1.07,0
2330 台積電,9/25/2013,89,89,87.72,87.72,"35,289","3,907",-187,-65,77.07,1.07,0
2330 台積電,9/26/2013,88.15,88.15,86.44,86.44,"23,059","3,928",-640,"-1,086",77.09,1.06,0
2330 台積電,9/27/2013,88.15,88.15,86.87,87.72,"26,663","6,411",30,-122,77.1,1.06,0
2330 台積電,9/30/2013,85.59,86.87,85.16,85.59,"46,224","-17,109",-113,516,77.04,1.09,0
2330 台積電,10/1/2013,85.59,87.29,85.59,86.44,"22,927","-3,361",-17,-470,77.02,1.09,0
2330 台積電,10/2/2013,88.15,88.15,86.87,87.72,"14,707","5,108",-153,-356,77.04,1.09,0
2330 台積電,10/3/2013,88.15,90.27,87.72,89.42,"50,840","25,210",129,275,77.15,1.09,0
2330 台積電,10/4/2013,89,89.42,88.15,88.57,"21,986","-3,589",63,713,77.12,1.09,0
2330 台積電,10/7/2013,88.15,88.57,86.87,87.72,"24,399","-4,044",-300,-150,77.11,1.09,0
2330 台積電,10/8/2013,88.15,89.85,87.72,89.42,"35,150","5,079",442,-690,77.15,1.09,0
2330 台積電,10/9/2013,88.57,89.85,87.72,89.42,"26,186","2,794",19,-505,77.14,1.09,0
2330 台積電,10/11/2013,89.42,91.55,89.42,90.7,"59,435","7,841",233,123,77.18,1.09,0
2330 台積電,10/14/2013,90.7,90.7,89.42,89.42,"18,800","3,678","1,552",-331,77.2,1.1,0
2330 台積電,10/15/2013,90.7,91.13,90.27,91.13,"21,681","7,899",669,848,77.24,1.1,0
2330 台積電,10/16/2013,91.98,91.98,90.27,90.27,"19,077","8,154",354,646,77.28,1.1,0
2330 台積電,10/17/2013,91.55,91.98,91.13,91.13,"28,186","7,942",163,705,77.32,1.1,0
2330 台積電,10/18/2013,92.4,93.68,92.4,93.68,"60,125","39,160",261,-641,77.47,1.1,0
2330 台積電,10/21/2013,94.53,94.96,93.26,93.68,"41,327","13,422",-240,-440,77.53,1.1,0
2330 台積電,10/22/2013,93.68,94.96,93.26,94.96,"39,837","17,570",-116,-132,77.59,1.1,0
2330 台積電,10/23/2013,94.53,94.96,93.68,94.53,"23,057","7,267",-363,"-1,820",77.63,1.1,0
2330 台積電,10/24/2013,92.83,93.68,92.4,93.68,"21,570","5,965",-584,402,77.64,1.1,0
2330 台積電,10/25/2013,92.4,92.83,90.7,91.13,"37,244","-5,333","-1,065",246,77.61,1.1,0
2330 台積電,10/28/2013,91.98,93.26,91.55,93.26,"21,241","8,311",-418,-491,77.64,1.09,0
2330 台積電,10/29/2013,92.4,93.26,91.98,93.26,"21,531","3,533",-3,2,77.65,1.09,0
2330 台積電,10/30/2013,92.83,93.68,92.83,93.68,"16,768","5,822",-34,134,77.67,1.09,0
2330 台積電,10/31/2013,92.4,93.26,91.98,93.26,"23,098","1,742",173,-104,77.68,1.09,0
2330 台積電,11/1/2013,94.11,94.11,92.4,93.26,"10,870","4,358",-303,-475,77.69,1.09,0
2330 台積電,11/4/2013,91.98,92.83,91.98,92.83,"9,642","1,501",-265,-122,77.7,1.09,0
2330 台積電,11/5/2013,92.4,92.83,90.7,90.7,"21,861","-8,661",-145,684,77.67,1.09,0
2330 台積電,11/6/2013,90.7,91.55,90.7,91.13,"17,440","1,570",-118,672,77.67,1.09,0
2330 台積電,11/7/2013,91.13,91.55,90.27,91.13,"15,944",-624,-67,202,77.67,1.09,0
2330 台積電,11/8/2013,89.42,90.7,89.42,90.27,"31,481","-9,056",207,310,77.63,1.09,0
2330 台積電,11/11/2013,89.42,90.27,89,89,"21,491","-12,642",-21,558,77.59,1.09,0
2330 台積電,11/12/2013,90.27,90.27,89,89.42,"31,992",-823,-177,912,77.58,1.09,0
2330 台積電,11/13/2013,89.42,89.42,87.72,87.72,"26,708","-13,038",146,387,77.53,1.09,0
2330 台積電,11/14/2013,88.57,89,88.15,88.15,"29,933","-9,874",-190,318,77.49,1.09,0
2330 台積電,11/15/2013,88.15,89,88.15,88.57,"19,904","-10,747",203,534,77.44,1.09,0
2330 台積電,11/18/2013,89,89.42,88.57,88.57,"25,297","-2,642",278,261,77.43,1.09,0
2330 台積電,11/19/2013,89,89.85,88.57,89.42,"34,510","-12,851",776,"2,848",77.36,1.1,0.01
2330 台積電,11/20/2013,88.57,88.57,87.29,87.72,"46,675","-33,195",-221,"5,564",77.24,1.09,0.03
2330 台積電,11/21/2013,86.87,87.72,85.59,86.02,"57,002","-24,635",32,823,77.14,1.09,0.04
2330 台積電,11/22/2013,85.16,86.44,85.16,85.16,"57,158","-28,643",107,131,77.02,1.1,0.04
2330 台積電,11/25/2013,86.02,87.29,86.02,86.02,"30,949","-11,830",240,"1,496",76.97,1.1,0.04
2330 台積電,11/26/2013,86.87,89.42,86.44,88.15,"47,194","4,800",420,-279,76.99,1.1,0.04
2330 台積電,11/27/2013,89.42,89.85,89,89.42,"22,853","4,966",446,"-1,254",77.01,1.1,0.04
2330 台積電,11/28/2013,89.42,89.85,89,89.42,"22,995","7,181",36,532,77.04,1.1,0.04
2330 台積電,11/29/2013,89,89.42,88.57,89.42,"34,465","8,513",-77,748,77.07,1.1,0.04
2330 台積電,12/2/2013,89.42,89.85,88.57,89,"19,042","3,447",-239,209,77.08,1.1,0.04
2330 台積電,12/3/2013,88.57,89.42,88.15,88.57,"26,811","-6,600",-191,-418,77.06,1.1,0.04
2330 台積電,12/4/2013,88.15,89.85,88.15,89.42,"23,630","4,699",8,-116,77.07,1.1,0.04
2330 台積電,12/5/2013,89.42,89.42,88.15,88.57,"25,209","-10,595",-102,-362,77.03,1.1,0.04
2330 台積電,12/6/2013,87.72,89,87.72,87.72,"25,358","-4,738",-390,192,77.02,1.1,0.04
2330 台積電,12/9/2013,88.57,89.42,88.57,89.42,"23,971","7,602",-284,477,77.04,1.09,0.04
2330 台積電,12/10/2013,89,89.42,88.57,88.57,"22,935",484,-139,34,77.05,1.09,0.04
2330 台積電,12/11/2013,88.15,89.42,88.15,89.42,"24,614","7,531",72,"-1,135",77.08,1.09,0.04
2330 台積電,12/12/2013,89,89,87.72,87.72,"18,536","-7,325",378,488,77.05,1.1,0.04
2330 台積電,12/13/2013,87.29,88.15,87.29,87.29,"28,297","-15,120",794,359,76.99,1.1,0.04
2330 台積電,12/16/2013,87.29,87.72,86.87,86.87,"18,772","-5,241",-505,-87,76.97,1.1,0.04
2330 台積電,12/17/2013,87.72,89,87.72,88.15,"26,232","1,905",149,-512,76.98,1.1,0.04
2330 台積電,12/18/2013,87.29,87.72,86.02,86.02,"66,102","-29,804",-19,"1,257",76.88,1.1,0.04
2330 台積電,12/19/2013,86.87,87.72,86.44,87.29,"27,824","-11,654",-175,-374,76.83,1.1,0.04
2330 台積電,12/20/2013,86.44,88.15,86.44,86.87,"37,618","-11,696",-187,626,76.79,1.1,0.05
2330 台積電,12/23/2013,87.72,89,87.72,88.57,"28,393","-1,357",300,-364,76.78,1.1,0.04
2330 台積電,12/24/2013,88.57,88.57,87.72,87.72,"14,079","-7,871",-172,377,76.75,1.1,0.05
2330 台積電,12/25/2013,87.29,88.15,87.29,87.72,"9,789","-3,209",-122,729,76.74,1.1,0.05
2330 台積電,12/26/2013,87.72,88.57,87.72,88.57,"6,793",-468,-40,-70,76.74,1.1,0.05
2330 台積電,12/27/2013,88.15,89,87.72,89,"24,135","-3,987",-289,301,76.72,1.09,0.05
2330 台積電,12/30/2013,88.57,90.27,88.57,90.27,"44,280","8,704",-429,9,76.76,1.09,0.05
2330 台積電,12/31/2013,89.85,90.27,89.42,89.85,"24,484","3,853",155,228,76.74,1.08,0.03
2330 台積電,1/2/2014,89.42,89.85,88.15,89,"15,133","-4,785",-984,925,76.72,1.07,0.03
2330 台積電,1/3/2014,87.72,87.72,86.87,87.29,"41,160","-24,222",-811,"1,032",76.63,1.07,0.03
2330 台積電,1/6/2014,86.87,87.72,86.87,87.29,"23,729","-13,215",22,79,76.58,1.07,0.03
2330 台積電,1/7/2014,87.29,87.72,86.87,86.87,"18,803","-3,013",123,262,76.59,1.07,0.04
2330 台積電,1/8/2014,87.72,89,87.29,88.57,"30,933","4,012",344,-351,76.61,1.07,0.03
2330 台積電,1/9/2014,87.29,87.72,85.59,86.02,"64,221","-31,923",373,-33,76.48,1.07,0.03
2330 台積電,1/10/2014,86.87,87.29,86.44,86.87,"36,289","-19,017","1,539",718,76.41,1.08,0.04
2330 台積電,1/13/2014,87.72,88.15,87.29,87.72,"22,080","-3,330",453,"2,349",76.4,1.08,0.05
2330 台積電,1/14/2014,87.29,88.15,86.87,88.15,"21,718","-5,730","1,286","2,495",76.38,1.08,0.06
2330 台積電,1/15/2014,88.57,90.27,88.57,89.42,"54,458","8,127","1,887","4,000",76.41,1.09,0.07
2330 台積電,1/16/2014,90.27,91.55,90.27,91.13,"49,601","9,983","1,711",900,76.46,1.1,0.07
2330 台積電,1/17/2014,91.98,92.4,91.13,91.55,"55,767","26,004",433,"-7,593",76.56,1.1,0.04
2330 台積電,1/20/2014,91.13,92.4,91.13,91.55,"24,299","5,741",-25,"-1,231",76.58,1.1,0.04
2330 台積電,1/21/2014,92.4,92.4,90.27,90.7,"25,121","5,075",117,-447,76.6,1.1,0.04
2330 台積電,1/22/2014,90.27,91.55,90.27,91.55,"28,726","3,497",-88,579,76.61,1.1,0.04
2330 台積電,1/23/2014,92.4,92.4,91.55,91.55,"28,308","6,396",-4,-760,76.64,1.1,0.04
2330 台積電,1/24/2014,91.13,92.4,91.13,91.98,"34,059","2,376",142,-66,76.64,1.1,0.04
2330 台積電,1/27/2014,90.27,90.7,88.57,89.42,"65,271","-28,992",985,"1,233",76.54,1.1,0.04
2330 台積電,2/5/2014,86.87,86.87,85.59,85.59,"147,198","-91,850",-94,"2,069",76.18,1.1,0.05
2330 台積電,2/6/2014,86.02,87.72,86.02,86.87,"73,840","-26,688",-999,-390,76.08,1.1,0.05
2330 台積電,2/7/2014,88.15,89,87.72,88.57,"54,185","-12,622",359,"-1,535",76.06,1.1,0.04
2330 台積電,2/10/2014,88.57,89,87.72,87.72,"26,243","-12,528",-318,-503,76.01,1.1,0.04
2330 台積電,2/11/2014,89,89.42,88.57,89,"23,523",564,-117,-862,76.01,1.1,0.04
2330 台積電,2/12/2014,89.42,89.85,89,89.42,"25,305","3,510",-46,-131,76.02,1.1,0.04
2330 台積電,2/13/2014,89.42,90.27,89.42,89.42,"19,625","8,982",-959,"-2,925",76.05,1.1,0.03
2330 台積電,2/14/2014,90.7,91.55,90.7,91.55,"42,737","22,636",223,270,76.14,1.1,0.03
2330 台積電,2/17/2014,91.98,92.4,91.55,92.4,"34,368","20,755",148,-465,76.22,1.1,0.03
2330 台積電,2/18/2014,92.4,92.4,91.55,91.98,"22,289","12,438",951,-109,76.27,1.1,0.02
2330 台積電,2/19/2014,91.98,91.98,91.13,91.98,"28,886","16,484",65,-866,76.32,1.1,0.02
2330 台積電,2/20/2014,90.7,91.13,90.27,90.7,"28,469","6,164",-664,-147,76.34,1.1,0.02
2330 台積電,2/21/2014,91.13,91.55,91.13,91.55,"31,505","19,742",-454,-162,76.42,1.1,0.02
2330 台積電,2/24/2014,91.55,91.98,90.27,91.13,"32,057","15,682",-388,239,76.48,1.1,0.02
2330 台積電,2/25/2014,91.55,91.98,90.7,91.98,"34,350","18,272",536,-168,76.55,1.1,0.02
2330 台積電,2/26/2014,91.55,91.98,91.13,91.55,"34,982","14,502",112,273,76.61,1.1,0.02
2330 台積電,2/27/2014,91.55,91.98,91.55,91.98,"49,352","13,334",-69,"2,200",76.64,1.1,0.03
2330 台積電,3/3/2014,91.98,91.98,90.7,91.98,"62,467","5,007",-412,"-2,015",76.67,1.1,0.02
2330 台積電,3/4/2014,91.98,91.98,91.55,91.55,"48,939",750,-532,170,76.68,1.09,0.02
2330 台積電,3/5/2014,92.4,93.68,92.4,93.68,"55,447","4,963",-131,662,76.7,1.09,0.03
2330 台積電,3/6/2014,93.68,96.66,93.68,96.24,"72,622","18,289",229,"-1,017",76.79,1.09,0.02
2330 台積電,3/7/2014,97.09,97.94,96.66,97.51,"66,916","24,710",3,"-2,263",76.89,1.09,0.01
2330 台積電,3/10/2014,97.51,97.51,95.81,96.24,"38,430","-3,685",-913,317,76.87,1.09,0.01
2330 台積電,3/11/2014,96.66,97.51,96.66,97.09,"29,182","-2,688",-267,142,76.86,1.09,0.01
2330 台積電,3/12/2014,95.81,96.24,95.38,96.24,"18,414","1,538",-221,"-3,636",76.87,1.09,0
2330 台積電,3/13/2014,99.22,100.07,98.37,99.22,"59,080","25,286",620,"-2,193",76.97,1.09,0
2330 台積電,3/14/2014,97.94,98.37,97.09,97.94,"47,105","5,317",-285,102,76.99,1.09,0
2330 台積電,3/17/2014,97.51,97.94,96.24,97.09,"33,910","3,847","-1,135",-125,77,1.09,0
